Case Number,APS Filed,Suspicious Activity,Gender,DOB,US Citizen,State,Product
2022-03-00788,No,Fraudulent Documents,Female,6/8/1964,Yes,Ohio,Retirement Plan
2022-04-01035,No,ACH Fraud,Male,7/16/1983,Yes,Illinois,Retirement Plan
2022-11-03527,No,Money Laundering,Female,5/3/1968,Yes,Texas,Variable Annuity
2022-06-01763,No,Fraudulent Documents,Male,10/13/1946,Yes,Arizona,Retirement Plan
2022-10-03038,No,Account Takeover,Male,8/9/1961,Yes,Arizona,Retirement Plan
2022-12-03810,No,Fraudulent Patterns,Female,5/16/1971,Yes,Texas,Retirement Plan
2021-10-03032,No,Account Takeover,Male,7/23/1938,Yes,Missouri,Variable Annuity
2022-08-02270,No,Unusual/unexplained Activity,Male,7/23/1970,Yes,California,Variable Annuity
2021-01-00101,No,Unusual/unexplained Activity,Female,6/11/1983,No,Virginia,Life Insurance
2022-12-03645,No,Fraudulent Patterns,Female,5/15/1969,Yes,California,Retirement Plan
2021-12-03682,No,Elder Financial Exploitation,Female,6/6/1938,Yes,Kansas,Retirement Plan
2022-12-03667,No,Producer Misconduct,Male,10/15/1960,Yes,California,Retirement Plan
2022-02-00404,No,Elder Financial Exploitation,Male,2/5/1943,Yes,Illinois,Variable Annuity
2022-03-00720,No,Fraudulent Patterns,Female,2/24/1948,Yes,Florida,Retirement Plan
2021-01-00027,No,Unusual/unexplained Activity,Female,6/8/1961,Yes,Florida,Fixed Annuity
2022-12-03773,No,Suspicious Call,Female,7/24/1950,Yes,Ohio,Mutual Fund
2022-07-02084,No,Unusual/unexplained Activity,Male,12/22/1960,Yes,California,Life Insurance
2022-07-02141,No,Account Takeover,Male,7/26/1979,Yes,Idaho,Mutual Fund
2021-05-01403,No,Suspicious Call,Male,9/8/1962,Yes,New Jersey,Mutual Fund
2022-01-00016,No,Suspicious Call,Male,1/7/1978,Yes,Michigan,Mutual Fund
2022-08-02211,No,Suspicious Call,Male,3/5/1978,Yes,Illinois,Mutual Fund
2022-03-00814,No,Unusual/unexplained Activity,Male,7/4/1960,Yes,Georgia,Fixed Annuity
2021-08-02362,No,Money Laundering,Male,6/22/1943,Yes,California,Fixed Annuity
2022-10-02933,No,Unusual/unexplained Activity,Female,9/27/1971,Yes,Pennsylvania,Life Insurance
2022-01-00137,No,Elder Financial Exploitation,Male,5/7/1935,Yes,Michigan,Variable Annuity
2022-01-00137,No,Elder Financial Exploitation,Female,4/21/1939,Yes,Michigan,Variable Annuity
2022-07-01995,No,Check Fraud,Male,12/7/1955,Yes,California,Mutual Fund
2021-06-01739,No,Producer Misconduct,Female,9/27/1956,Yes,Kentucky,Mutual Fund
2021-06-01739,No,Producer Misconduct,Male,11/13/1953,Yes,Kentucky,Mutual Fund
2022-04-01084,No,Elder Financial Exploitation,Female,1/9/1935,Yes,California,Fixed Annuity
2022-04-01119,No,Suspicious Call,Male,3/12/1952,Yes,California,Mutual Fund
2022-05-01531,No,ACH Fraud,Male,2/22/1953,Yes,New York,Mutual Fund
2021-07-02076,No,Unusual/unexplained Activity,Male,8/2/1939,No,California,Variable Annuity
2021-07-02076,No,Unusual/unexplained Activity,Female,5/20/1974,No,California,Variable Annuity
2021-07-02076,No,Unusual/unexplained Activity,Female,8/25/1944,Yes,California,Variable Annuity
2021-06-01747,No,Unusual/unexplained Activity,Female,7/5/1971,Yes,Texas,Life Insurance
2022-10-02983,No,Account Takeover,Female,3/3/1954,Yes,Pennsylvania,Retirement Plan
2021-08-02416,No,Unusual/unexplained Activity,Female,4/29/1935,Yes,California,Variable Annuity
2021-11-03449,No,ACH Fraud,Male,9/24/1941,Yes,New York,Variable Annuity
2022-02-00375,No,Unusual/unexplained Activity,Male,8/9/1949,Yes,Michigan,Fixed Annuity
2021-06-01698,No,Suspicious Call,Male,12/28/1967,Yes,New York,Life Insurance
2021-06-01698,No,Suspicious Call,Female,11/14/1968,Yes,New York,Life Insurance
2022-04-01161,No,Suspicious Call,Female,12/2/1982,Yes,Illinois,Mutual Fund
2021-07-01962,No,Unusual/unexplained Activity,Female,12/31/1960,Yes,Washington,Variable Annuity
2021-07-01962,No,Unusual/unexplained Activity,Male,2/3/1961,Yes,Washington,Variable Annuity
2021-11-03458,No,Fraudulent Patterns,Female,7/15/1947,Yes,Colorado,Mutual Fund
2021-05-01486,No,Identity Theft,Male,9/5/1955,Yes,Michigan,Mutual Fund
2022-02-00471,No,Account Takeover,Male,2/12/1948,Yes,Florida,Mutual Fund
2022-12-03603,No,ACH Fraud,Female,1/29/1957,Yes,Texas,Mutual Fund
2021-07-02186,No,Fraudulent Patterns,Female,3/28/1954,Yes,Oregon,Mutual Fund
2022-11-03277,No,Suspicious Call,Male,5/18/1971,Yes,South Carolina,Life Insurance
2021-10-03123,No,Elder Financial Exploitation,Female,11/30/1954,Yes,Florida,Mutual Fund
2021-07-02122,No,Fraudulent Patterns,Male,2/21/1928,Yes,Connecticut,Mutual Fund
2021-12-03489,No,Suspicious Call,Female,9/25/1948,Yes,Indiana,Mutual Fund
2021-08-02305,No,Suspicious Call,Female,7/14/1957,Yes,New Jersey,Mutual Fund
2021-08-02440,No,Suspicious Call,Female,6/2/1961,Yes,New York,Mutual Fund
2022-01-00093,No,Suspicious Call,Male,3/28/1987,Yes,California,Mutual Fund
2021-12-03569,No,Fraudulent Patterns,Male,9/22/1971,Yes,Arizona,Mutual Fund
2021-01-00111,No,Unusual/unexplained Activity,Female,9/29/1975,No,Nevada,Life Insurance
2021-09-02803,No,Elder Financial Exploitation,Female,9/8/1947,Yes,Florida,Retirement Plan
2022-11-03330,No,Unusual/unexplained Activity,Female,9/15/1970,No,Ohio,Life Insurance
2021-11-03385,No,ACH Fraud,Female,1/3/1949,Yes,Nevada,Retirement Plan
2022-01-00234,No,Unknown Source of Funds,Female,11/5/1954,Yes,Massachusetts,Life Insurance
2022-01-00234,No,Unknown Source of Funds,Male,3/11/1966,Yes,Massachusetts,Life Insurance
2021-10-03106,No,ACH Fraud,Male,9/17/1951,Yes,Oregon,Retirement Plan
2022-12-03783,No,Money Laundering,Male,9/16/1947,Yes,New York,Mutual Fund
2021-06-01719,No,Account Takeover,Male,2/7/1948,Yes,Minnesota,Variable Annuity
2022-10-03124,No,Money Laundering,Male,12/27/1963,Yes,California,Retirement Plan
2022-01-00099,No,ACH Fraud,Male,5/28/1958,Yes,New York,Variable Annuity
2022-10-03057,No,Suspicious Call,Female,3/14/1934,Yes,New York,Variable Annuity
2022-03-00713,No,Elder Financial Exploitation,Female,11/18/1931,Yes,Georgia,Variable Annuity
2021-01-00190,No,Fraudulent Patterns,Female,3/6/1933,No,Michigan,Variable Annuity
2022-08-02556,No,Suspicious Call,Female,2/18/1955,Yes,New Jersey,Variable Annuity
2021-08-02330,No,Money Laundering,Female,8/21/1967,Yes,Texas,Fixed Annuity
2022-08-02550,No,ACH Fraud,Male,2/2/1943,Yes,New York,Variable Annuity
2022-04-00941,No,Unknown Source of Funds,Female,3/27/1964,Yes,South Carolina,Life Insurance
2021-08-02523,No,Fraudulent Documents,Female,5/12/1969,Yes,Illinois,Variable Annuity
2022-08-02374,No,Unusual/unexplained Activity,Female,6/20/1964,Yes,Indiana,Variable Annuity
2022-08-02374,No,Unusual/unexplained Activity,Male,6/28/1953,Yes,Indiana,Variable Annuity
2022-01-00073,No,Money Laundering,Male,12/14/1952,Yes,Pennsylvania,Variable Annuity
2021-04-01274,No,Unusual/unexplained Activity,Female,5/17/1957,Yes,Massachusetts,Life Insurance
2021-04-01274,No,Unusual/unexplained Activity,Male,10/21/1954,Yes,Massachusetts,Life Insurance
2021-04-01274,No,Unusual/unexplained Activity,Female,3/22/1952,Yes,Massachusetts,Life Insurance
2022-10-03005,No,Suspicious Call,Male,11/25/1961,Yes,Washington,Retirement Plan
2022-11-03362,No,Fraudulent Documents,Male,5/18/1933,Yes,Pennsylvania,Variable Annuity
2021-06-01596,No,Check Fraud,Male,9/29/1937,Yes,California,Variable Annuity
2022-06-01805,No,Suspicious Call,Female,4/22/1946,Yes,California,Variable Annuity
2021-06-01782,No,Suspicious Call,Male,12/7/1967,Yes,California,Variable Annuity
2022-09-02879,Yes,Elder Financial Exploitation,Male,2/24/1939,Yes,New York,Variable Annuity
2021-06-01643,No,Unusual/unexplained Activity,Female,11/28/1951,Yes,Texas,Variable Annuity
2022-11-03571,No,Fraudulent Patterns,Male,10/17/1950,Yes,New York,Variable Annuity
2021-10-02930,No,Unusual/unexplained Activity,Male,7/25/1948,Yes,Foreign,Variable Annuity
2021-10-02930,No,Unusual/unexplained Activity,Female,4/20/1949,Yes,Foreign,Variable Annuity
2021-06-01617,No,Fraudulent Documents,Female,1/19/1926,Yes,California,Variable Annuity
2022-10-03088,No,Elder Financial Exploitation,Female,9/17/1950,Yes,Pennsylvania,Variable Annuity
2021-01-00087,No,Unusual/unexplained Activity,Female,10/16/1971,Yes,Washington,Life Insurance
2021-06-01816,No,Unknown Source of Funds,Male,4/5/1949,Yes,Alabama,Fixed Annuity
2021-04-01264,No,Identity Theft,Male,3/3/1988,Yes,Illinois,Retirement Plan
2021-04-01264,No,Identity Theft,Female,7/16/1971,Yes,Illinois,Retirement Plan
2022-11-03449,No,Fraudulent Documents,Male,1/6/1984,Yes,Arizona,Variable Annuity
2021-09-02801,No,Suspicious Call,Male,6/1/1954,Yes,Rhode Island,Variable Annuity
2021-01-00028,No,Unusual/unexplained Activity,Female,8/25/1949,Yes,California,Retirement Plan
2021-11-03195,No,Unusual/unexplained Activity,Male,7/10/1945,Yes,Texas,Life Insurance
2021-10-03108,No,Elder Financial Exploitation,Male,11/8/1933,Yes,New York,Variable Annuity
2022-07-02043,No,Unusual/unexplained Activity,Male,12/23/1930,Yes,Foreign,Variable Annuity
2021-09-02769,No,Fraudulent Patterns,Female,2/26/1954,Yes,Kentucky,Variable Annuity
2022-01-00118,No,Fraudulent Documents,Male,3/24/1936,Yes,Florida,Variable Annuity
2021-03-00787,No,Fraudulent Patterns,Male,2/24/1941,Yes,California,Variable Annuity
2022-11-03414,No,Money Laundering,Male,5/3/1954,Yes,Ohio,Life Insurance
2022-11-03414,No,Money Laundering,Female,11/10/1952,Yes,Ohio,Life Insurance
2021-10-02940,No,Money Laundering,Male,10/17/1941,Yes,New York,Fixed Annuity
2022-07-02147,No,Fraudulent Patterns,Male,11/28/1942,Yes,Arkansas,Variable Annuity
2021-11-03277,No,Elder Financial Exploitation,Female,9/15/1937,Yes,New Jersey,Retirement Plan
2021-02-00428,No,Elder Financial Exploitation,Female,7/17/1949,Yes,Colorado,Variable Annuity
2022-11-03435,No,Money Laundering,Male,8/25/1960,Yes,Massachusetts,Variable Annuity
2021-05-01456,No,Account Takeover,Male,11/3/1970,Yes,California,Variable Annuity
2021-12-03813,No,Suspicious Call,Female,6/10/1952,Yes,California,Retirement Plan
2022-05-01260,No,Fraudulent Patterns,Male,7/17/1984,Yes,Florida,Variable Annuity
2021-07-01951,No,Elder Financial Exploitation,Female,6/6/1948,Yes,Georgia,Variable Annuity
2021-07-01951,No,Elder Financial Exploitation,Male,12/24/1943,Yes,Georgia,Variable Annuity
2022-09-02811,No,ACH Fraud,Male,7/10/1962,Yes,California,Retirement Plan
2022-01-00060,No,ACH Fraud,Male,4/10/1946,Yes,Illinois,Retirement Plan
2021-03-00749,No,Suspicious Call,Female,12/10/1949,Yes,Alabama,Fixed Annuity
2022-05-01425,No,ACH Fraud,Male,7/3/1952,Yes,California,Retirement Plan
2022-03-00819,No,Suspicious Call,Male,2/13/1958,Yes,California,Retirement Plan
2022-06-01601,No,Fraudulent Patterns,Male,1/16/1957,Yes,Massachusetts,Fixed Annuity
2021-05-01335,No,Account Takeover,Male,9/29/1975,Yes,California,Retirement Plan
2022-06-01880,No,Suspicious Call,Female,1/8/1938,Yes,New York,Fixed Annuity
2022-12-03757,No,Suspicious Call,Female,7/13/1935,Yes,New York,Fixed Annuity
2022-04-01175,No,Fraudulent Patterns,Male,3/16/1961,Yes,Indiana,Fixed Annuity
2022-08-02588,No,Suspicious Call,Male,8/22/1946,Yes,Pennsylvania,Fixed Annuity
2021-02-00553,No,Suspicious Call,Male,2/10/1948,Yes,California,Fixed Annuity
2022-11-03282,No,Suspicious Call,Male,7/15/1955,Yes,Texas,Fixed Annuity
2022-04-00921,No,ACH Fraud,Male,10/15/1986,Yes,Maryland,Fixed Annuity
2022-07-02011,Yes,Elder Financial Exploitation,Female,7/5/1957,Yes,Georgia,Life Insurance
2021-05-01353,No,Elder Financial Exploitation,Female,4/27/1955,Yes,Florida,Retirement Plan
2022-06-01659,No,Unusual/unexplained Activity,Male,5/22/1981,Yes,New York,Life Insurance
2022-09-02857,No,Fraudulent Patterns,Male,6/2/1955,Yes,Nevada,Fixed Annuity
2022-07-02076,No,Suspicious Call,Male,9/11/1956,Yes,Indiana,Fixed Annuity
2021-11-03330,No,ACH Fraud,Female,4/8/1946,Yes,Florida,Retirement Plan
2022-04-01200,No,Money Laundering,Male,5/10/1967,Yes,Florida,Fixed Annuity
2022-09-02757,No,Fraudulent Patterns,Male,2/7/1962,Yes,Texas,Fixed Annuity
2022-12-03805,No,ACH Fraud,Male,4/7/1982,Yes,Iowa,Fixed Annuity
2022-04-01069,No,Elder Financial Exploitation,Female,2/21/1945,Yes,New York,Fixed Annuity
2021-08-02468,No,Unusual/unexplained Activity,Female,8/22/1948,Yes,Maryland,Fixed Annuity
2022-03-00630,No,Fraudulent Patterns,Female,4/13/1935,Yes,Connecticut,Fixed Annuity
2021-12-03742,No,Unusual/unexplained Activity,Female,8/28/1947,Yes,New York,Fixed Annuity
2022-12-03716,No,Money Laundering,Male,10/20/1971,Yes,New Jersey,Fixed Annuity
2022-08-02570,No,Suspicious Call,Female,11/23/1921,Yes,New Jersey,Fixed Annuity
2021-07-02133,No,ACH Fraud,Female,10/21/1981,Yes,California,Fixed Annuity
2022-06-01745,No,Money Laundering,Male,7/21/1943,Yes,Ohio,Variable Annuity
2022-06-01745,No,Money Laundering,Male,10/19/1923,Yes,Ohio,Variable Annuity
2021-06-01731,No,Producer Misconduct,Female,10/20/1979,Yes,New Jersey,Life Insurance
2021-06-01731,No,Producer Misconduct,Female,3/4/1986,Yes,New Jersey,Life Insurance
2021-06-01731,No,Producer Misconduct,Female,10/5/1949,No,New Jersey,Life Insurance
2021-06-01731,No,Producer Misconduct,Female,10/16/1974,Yes,New Jersey,Life Insurance
2021-02-00437,No,Elder Financial Exploitation,Female,8/29/1934,Yes,South Carolina,Fixed Annuity
2022-08-02436,No,Elder Financial Exploitation,Female,12/30/1956,Yes,Texas,Fixed Annuity
2022-06-01693,No,Suspicious Call,Female,2/23/1937,Yes,Colorado,Fixed Annuity
2022-06-01714,No,Unknown Source of Funds,Female,1/18/1964,Yes,New Jersey,Life Insurance
2021-01-00282,No,Suspicious Call,Female,7/15/1984,No,Ohio,Fixed Annuity
2021-05-01322,No,Suspicious Call,Male,12/26/1965,Yes,New York,Fixed Annuity
2021-08-02248,No,Suspicious Call,Female,11/4/1988,Yes,New York,Fixed Annuity
2022-10-03059,No,Fraudulent Documents,Female,8/8/1950,Yes,New Jersey,Fixed Annuity
2022-03-00551,No,Unusual/unexplained Activity,Female,8/1/1966,No,Illinois,Life Insurance
2022-03-00551,No,Unusual/unexplained Activity,Male,4/10/1968,No,Illinois,Life Insurance
2021-12-03623,No,Unusual/unexplained Activity,Male,2/27/1982,Yes,California,Life Insurance
2021-12-03623,No,Unusual/unexplained Activity,Female,6/30/1969,Yes,California,Life Insurance
2021-12-03623,No,Unusual/unexplained Activity,Female,10/7/1987,Yes,California,Life Insurance
2022-03-00699,No,Suspicious Call,Male,9/14/1966,Yes,Arizona,Fixed Annuity
2021-08-02371,No,Suspicious Call,Male,6/23/1942,Yes,California,Fixed Annuity
2022-08-02506,No,Identity Theft,Male,4/3/1969,Yes,Arizona,Retirement Plan
2022-08-02506,No,Identity Theft,Female,11/11/1925,Yes,Arizona,Retirement Plan
2021-03-00846,No,Account Takeover,Female,11/6/1957,Yes,California,Fixed Annuity
2021-07-02007,No,Unusual/unexplained Activity,Female,4/12/1959,Yes,Michigan,Fixed Annuity
2022-08-02351,No,Suspicious Call,Female,1/10/1933,Yes,Connecticut,Fixed Annuity
2021-11-03191,No,Suspicious Call,Male,6/4/1982,Yes,California,Fixed Annuity
2021-03-00888,No,Suspicious Call,Male,9/19/1959,Yes,California,Fixed Annuity
2021-12-03579,No,Suspicious Call,Female,3/2/1956,Yes,Florida,Fixed Annuity
2022-06-01699,No,ACH Fraud,Male,2/7/1940,Yes,Connecticut,Fixed Annuity
2021-03-00799,No,Suspicious Call,Male,6/4/1948,Yes,Texas,Fixed Annuity
2022-07-02036,No,ACH Fraud,Female,8/2/1958,Yes,Florida,Retirement Plan
2021-10-03053,No,Producer Misconduct,Female,9/25/1962,Yes,California,Life Insurance
2021-10-03053,No,Producer Misconduct,Male,1/2/1960,Yes,California,Life Insurance
2021-10-03053,No,Producer Misconduct,Male,8/15/1961,Yes,California,Life Insurance
2021-03-00920,No,Fraudulent Patterns,Male,7/5/1969,Yes,California,Retirement Plan
2022-09-02752,No,Money Laundering,Female,6/24/1980,Yes,Michigan,Life Insurance
2022-11-03452,No,Elder Financial Exploitation,Female,10/3/1951,Yes,Texas,Fixed Annuity
2022-03-00658,No,Unusual/unexplained Activity,Female,9/9/1979,Yes,California,Life Insurance
2022-06-01681,No,ACH Fraud,Female,10/9/1950,Yes,New York,Retirement Plan
2021-11-03435,No,Fraudulent Patterns,Female,7/23/1964,Yes,Florida,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Male,7/19/1957,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Male,4/6/1953,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Male,1/27/1968,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Female,10/30/1956,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Male,7/20/1950,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Female,12/18/1954,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Female,7/29/1960,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Male,12/18/1954,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Male,5/26/1958,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Male,12/18/1944,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Male,11/15/1954,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Male,7/8/1945,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Female,5/10/1950,Yes,Massachusetts,Fixed Annuity
2021-05-01515,No,Producer Misconduct,Male,4/9/1922,Yes,Massachusetts,Fixed Annuity
2022-12-03744,No,Fraudulent Patterns,Male,12/29/1927,Yes,Ohio,Fixed Annuity
2022-09-02762,No,Account Takeover,Female,9/14/1988,Yes,Florida,Retirement Plan
2021-05-01450,No,Suspicious Call,Female,5/17/1956,Yes,Georgia,Fixed Annuity
2022-03-00802,No,Suspicious Call,Male,3/4/1985,Yes,California,Retirement Plan
2022-03-00802,No,Suspicious Call,Female,7/17/1985,Yes,California,Retirement Plan
2022-05-01241,No,Unusual/unexplained Activity,Male,4/23/1964,Yes,California,Life Insurance
2022-08-02513,No,Suspicious Call,Female,9/16/1965,Yes,Florida,Fixed Annuity
2021-05-01334,No,Suspicious Call,Female,5/27/1950,Yes,New York,Fixed Annuity
2022-02-00332,No,Money Laundering,Female,8/1/1966,Yes,Florida,Life Insurance
2022-02-00332,No,Money Laundering,Male,5/28/1943,Yes,Florida,Life Insurance
2021-09-02685,No,Money Laundering,Male,2/1/1965,Yes,Massachusetts,Life Insurance
2021-06-01806,No,Elder Financial Exploitation,Female,6/12/1937,Yes,Hawaii,Fixed Annuity
2021-09-02700,No,Unusual/unexplained Activity,Male,3/23/1970,Yes,Tennessee,Life Insurance
2022-11-03493,No,Money Laundering,Female,10/19/1974,Yes,Pennsylvania,Fixed Annuity
2022-03-00564,No,Unusual/unexplained Activity,Female,8/10/1965,Yes,California,Retirement Plan
2022-03-00564,No,Unusual/unexplained Activity,Female,7/9/1953,Yes,California,Retirement Plan
2022-03-00564,No,Unusual/unexplained Activity,Female,7/23/1929,Yes,California,Retirement Plan
2021-08-02308,No,Fraudulent Patterns,Male,2/20/1957,Yes,Arizona,Fixed Annuity
2022-01-00162,No,Suspicious Call,Male,4/14/1931,Yes,Florida,Fixed Annuity
2022-01-00072,No,Elder Financial Exploitation,Male,8/13/1987,Yes,Pennsylvania,Fixed Annuity
2022-11-03582,No,Fraudulent Documents,Female,1/23/1930,Yes,Kansas,Fixed Annuity
2021-03-00752,No,Suspicious Call,Male,5/11/1964,Yes,Florida,Fixed Annuity
2021-01-00245,Yes,Fraudulent Patterns,Female,8/23/1930,Yes,Ohio,Variable Annuity
2021-02-00399,No,Fraudulent Documents,Female,1/26/1933,Yes,Nevada,Fixed Annuity
2021-03-00647,No,Account Takeover,Female,1/13/1974,Yes,California,Fixed Annuity
2021-11-03184,No,Elder Financial Exploitation,Male,2/3/1927,Yes,Colorado,Variable Annuity
2021-07-02009,No,Unknown Source of Funds,Female,9/20/1946,Yes,Virginia,Variable Annuity
2022-12-03658,No,Account Takeover,Male,8/30/1976,Yes,Indiana,Fixed Annuity
2022-09-02906,No,Account Takeover,Female,6/22/1951,Yes,Washington,Retirement Plan
2021-07-01980,No,Fraudulent Patterns,Female,7/21/1981,Yes,Michigan,Retirement Plan
2021-07-01980,No,Fraudulent Patterns,Female,6/14/1960,Yes,Michigan,Retirement Plan
2021-07-01980,No,Fraudulent Patterns,Male,8/30/1960,Yes,Michigan,Retirement Plan
2021-01-00124,No,Suspicious Call,Female,11/15/1952,No,New York,Fixed Annuity
2022-03-00543,No,Suspicious Call,Male,3/4/1982,Yes,Arizona,Fixed Annuity
2021-12-03618,No,ACH Fraud,Male,4/22/1984,Yes,Florida,Retirement Plan
2022-07-02150,No,Money Laundering,Male,3/15/1957,Yes,Pennsylvania,Fixed Annuity
2022-07-02150,No,Money Laundering,Female,1/15/1959,Yes,Pennsylvania,Fixed Annuity
2022-05-01277,No,Elder Financial Exploitation,Female,10/3/1935,Yes,Illinois,Variable Annuity
